expression,meaning,example,domain
bre^0.8,very brief,bre^0.8 = very brief,temporal
bre^0.9,extremely brief,bre^0.9 = extremely brief,temporal
bre^1.0,absolutely brief,bre^1.0 = absolutely brief,temporal
cha\cha,change\change,cha\cha = change\change,temporal
cha\sta\tra,base change only,cha\sta\tra = base change only,temporal
cha*cha,change of change,cha*cha = change of change,temporal
cha*cyc,change fused with cycle,cha*cyc = change fused with cycle,temporal
cha*daw,change fused with dawn,cha*daw = change fused with dawn,temporal
cha*dea,change fused with death,cha*dea = change fused with death,temporal
cha*dec,change fused with decay,cha*dec = change fused with decay,temporal
cha*del,change fused with delay,cha*del = change fused with delay,temporal
cha*dur,change fused with duration,cha*dur = change fused with duration,temporal
cha*dus,change fused with dusk,cha*dus = change fused with dusk,temporal
cha*end,change fused with ending,cha*end = change fused with ending,temporal
cha*epo,change fused with epoch,cha*epo = change fused with epoch,temporal
cha*era,change fused with era,cha*era = change fused with era,temporal
cha*evo,change fused with evolution,cha*evo = change fused with evolution,temporal
cha*fir,change fused with first,cha*fir = change fused with first,temporal
cha*fut,change fused with future,cha*fut = change fused with future,temporal
cha*grd,change fused with gradual,cha*grd = change fused with gradual,temporal
cha*gro,change fused with growth,cha*gro = change fused with growth,temporal
cha*has,change fused with haste,cha*has = change fused with haste,temporal
cha*las,change fused with last,cha*las = change fused with last,temporal
cha*lon,change fused with long,cha*lon = change fused with long,temporal
cha*mid,change fused with middle,cha*mid = change fused with middle,temporal
cha*mom,change fused with moment,cha*mom = change fused with moment,temporal
cha*nev,change fused with never,cha*nev = change fused with never,temporal
cha*new,new change,cha*new = new change,temporal
cha*now,change fused with present,cha*now = change fused with present,temporal
cha*oft,change fused with often,cha*oft = change fused with often,temporal
cha*onc,change fused with once,cha*onc = change fused with once,temporal
cha*pas,change fused with past,cha*pas = change fused with past,temporal
cha*pha,change fused with phase,cha*pha = change fused with phase,temporal
cha*rar,change fused with rare,cha*rar = change fused with rare,temporal
cha*seq,change fused with sequence,cha*seq = change fused with sequence,temporal
cha*sta,change fused with stability,cha*sta = change fused with stability,temporal
cha*tra,change fused with transformation,cha*tra = change fused with transformation,temporal
cha*unt,change fused with until,cha*unt = change fused with until,temporal
cha*urg,change fused with urgent,cha*urg = change fused with urgent,temporal
cha*yet,change fused with yet,cha*yet = change fused with yet,temporal
cha^-0.5,inverse change (degree -0.5),cha^-0.5 = inverse change (degree -0.5),temporal
cha^-1.0,inverse change (degree -1.0),cha^-1.0 = inverse change (degree -1.0),temporal
cha^0.1,barely change,cha^0.1 = barely change,temporal
cha^0.2,slightly change,cha^0.2 = slightly change,temporal
cha^0.3,somewhat change,cha^0.3 = somewhat change,temporal
cha^0.4,fairly-light change,cha^0.4 = fairly-light change,temporal
cha^0.5,moderately change,cha^0.5 = moderately change,temporal
cha^0.6,quite change,cha^0.6 = quite change,temporal
cha^0.7,fairly change,cha^0.7 = fairly change,temporal
cha^0.8,very change,cha^0.8 = very change,temporal
cha^0.9,extremely change,cha^0.9 = extremely change,temporal
cha^1.0,absolutely change,cha^1.0 = absolutely change,temporal
cyc:(seq*oft),cycle from sequence-frequency,cyc:(seq*oft) = cycle from sequence-frequency,temporal
cyc\seq\pha,pure cycle only,cyc\seq\pha = pure cycle only,temporal
cyc ± seq,order types (both/either),cyc ± seq = order types (both/either),temporal
cyc*cyc,cycle of cycles,cyc*cyc = cycle of cycles,temporal
cyc*daw,cycle fused with dawn,cyc*daw = cycle fused with dawn,temporal
cyc*dea,cycle fused with death,cyc*dea = cycle fused with death,temporal
cyc*dec,cycle fused with decay,cyc*dec = cycle fused with decay,temporal
cyc*del,cycle fused with delay,cyc*del = cycle fused with delay,temporal
cyc*dur,cycle fused with duration,cyc*dur = cycle fused with duration,temporal
cyc*dus,cycle fused with dusk,cyc*dus = cycle fused with dusk,temporal
cyc*end,cycle fused with ending,cyc*end = cycle fused with ending,temporal
cyc*epo,cycle fused with epoch,cyc*epo = cycle fused with epoch,temporal
cyc*era,cycle fused with era,cyc*era = cycle fused with era,temporal
cyc*evo,cycle fused with evolution,cyc*evo = cycle fused with evolution,temporal
cyc*fir,cycle fused with first,cyc*fir = cycle fused with first,temporal
cyc*fut,cycle fused with future,cyc*fut = cycle fused with future,temporal
cyc*grd,cycle fused with gradual,cyc*grd = cycle fused with gradual,temporal
cyc*gro,cycle fused with growth,cyc*gro = cycle fused with growth,temporal
cyc*has,cycle fused with haste,cyc*has = cycle fused with haste,temporal
cyc*las,cycle fused with last,cyc*las = cycle fused with last,temporal
cyc*lon,cycle fused with long,cyc*lon = cycle fused with long,temporal
cyc*mid,cycle fused with middle,cyc*mid = cycle fused with middle,temporal
cyc*mom,cycle fused with moment,cyc*mom = cycle fused with moment,temporal
cyc*nev,cycle fused with never,cyc*nev = cycle fused with never,temporal
cyc*now,cycle fused with present,cyc*now = cycle fused with present,temporal
cyc*oft,cycle fused with often,cyc*oft = cycle fused with often,temporal
cyc*onc,cycle fused with once,cyc*onc = cycle fused with once,temporal
cyc*pas,cycle fused with past,cyc*pas = cycle fused with past,temporal
cyc*pha,cycle fused with phase,cyc*pha = cycle fused with phase,temporal
cyc*rar,cycle fused with rare,cyc*rar = cycle fused with rare,temporal
cyc*rel,released cycle,cyc*rel = released cycle,temporal
cyc*seq,cycle fused with sequence,cyc*seq = cycle fused with sequence,temporal
cyc*sta,cycle fused with stability,cyc*sta = cycle fused with stability,temporal
cyc*tra,cycle fused with transformation,cyc*tra = cycle fused with transformation,temporal
cyc*unt,cycle fused with until,cyc*unt = cycle fused with until,temporal
cyc*urg,cycle fused with urgent,cyc*urg = cycle fused with urgent,temporal
cyc*yet,cycle fused with yet,cyc*yet = cycle fused with yet,temporal
cyc@seq@pha@dur,pattern elements connected,cyc@seq@pha@dur = pattern elements connected,temporal
cyc^-0.5,inverse cycle (degree -0.5),cyc^-0.5 = inverse cycle (degree -0.5),temporal
cyc^-1.0,inverse cycle (degree -1.0),cyc^-1.0 = inverse cycle (degree -1.0),temporal
cyc^0.1,barely cycle,cyc^0.1 = barely cycle,temporal
cyc^0.2,slightly cycle,cyc^0.2 = slightly cycle,temporal
cyc^0.3,somewhat cycle,cyc^0.3 = somewhat cycle,temporal
cyc^0.4,fairly-light cycle,cyc^0.4 = fairly-light cycle,temporal
cyc^0.5,moderately cycle,cyc^0.5 = moderately cycle,temporal
cyc^0.6,quite cycle,cyc^0.6 = quite cycle,temporal
cyc^0.7,fairly cycle,cyc^0.7 = fairly cycle,temporal
cyc^0.8,very cycle,cyc^0.8 = very cycle,temporal
cyc^0.8*seq^0.2,cyclic with minimal sequence,cyc^0.8*seq^0.2 = cyclic with minimal sequence,temporal
cyc^0.9,extremely cycle,cyc^0.9 = extremely cycle,temporal
cyc^1.0,absolutely cycle,cyc^1.0 = absolutely cycle,temporal
cyc^cyc,cycle raised to cycle,cyc^cyc = cycle raised to cycle,temporal
daw*dea,dawn fused with death,daw*dea = dawn fused with death,temporal
daw*dec,dawn fused with decay,daw*dec = dawn fused with decay,temporal
daw*del,dawn fused with delay,daw*del = dawn fused with delay,temporal
daw*dur,dawn fused with duration,daw*dur = dawn fused with duration,temporal
daw*dus,dawn fused with dusk,daw*dus = dawn fused with dusk,temporal
daw*end,dawn fused with ending,daw*end = dawn fused with ending,temporal
daw*epo,dawn fused with epoch,daw*epo = dawn fused with epoch,temporal
daw*era,dawn fused with era,daw*era = dawn fused with era,temporal
daw*evo,dawn fused with evolution,daw*evo = dawn fused with evolution,temporal
daw*fir,dawn fused with first,daw*fir = dawn fused with first,temporal
daw*fut,dawn fused with future,daw*fut = dawn fused with future,temporal
daw*grd,dawn fused with gradual,daw*grd = dawn fused with gradual,temporal
daw*gro,dawn fused with growth,daw*gro = dawn fused with growth,temporal
daw*has,dawn fused with haste,daw*has = dawn fused with haste,temporal
daw*las,dawn fused with last,daw*las = dawn fused with last,temporal
daw*lon,dawn fused with long,daw*lon = dawn fused with long,temporal
daw*mid,dawn fused with middle,daw*mid = dawn fused with middle,temporal
daw*mom,dawn fused with moment,daw*mom = dawn fused with moment,temporal
daw*nev,dawn fused with never,daw*nev = dawn fused with never,temporal
daw*now,dawn fused with present,daw*now = dawn fused with present,temporal
daw*oft,dawn fused with often,daw*oft = dawn fused with often,temporal
daw*onc,dawn fused with once,daw*onc = dawn fused with once,temporal
daw*pas,dawn fused with past,daw*pas = dawn fused with past,temporal
daw*pha,dawn fused with phase,daw*pha = dawn fused with phase,temporal
daw*rar,dawn fused with rare,daw*rar = dawn fused with rare,temporal
daw*seq,dawn fused with sequence,daw*seq = dawn fused with sequence,temporal
daw*sta,dawn fused with stability,daw*sta = dawn fused with stability,temporal
daw*tra,dawn fused with transformation,daw*tra = dawn fused with transformation,temporal
daw*unt,dawn fused with until,daw*unt = dawn fused with until,temporal
daw*urg,dawn fused with urgent,daw*urg = dawn fused with urgent,temporal
daw*yet,dawn fused with yet,daw*yet = dawn fused with yet,temporal
daw@mid@dus@cyc,daily cycle connected,daw@mid@dus@cyc = daily cycle connected,temporal
daw^-0.5,inverse dawn (degree -0.5),daw^-0.5 = inverse dawn (degree -0.5),temporal
daw^-1.0,inverse dawn (degree -1.0),daw^-1.0 = inverse dawn (degree -1.0),temporal
daw^0.1,barely dawn,daw^0.1 = barely dawn,temporal
daw^0.2,slightly dawn,daw^0.2 = slightly dawn,temporal
daw^0.3,somewhat dawn,daw^0.3 = somewhat dawn,temporal
daw^0.4,fairly-light dawn,daw^0.4 = fairly-light dawn,temporal
daw^0.5,moderately dawn,daw^0.5 = moderately dawn,temporal
daw^0.6,quite dawn,daw^0.6 = quite dawn,temporal
daw^0.7,fairly dawn,daw^0.7 = fairly dawn,temporal
daw^0.8,very dawn,daw^0.8 = very dawn,temporal
daw^0.9,extremely dawn,daw^0.9 = extremely dawn,temporal
daw^1.0,absolutely dawn,daw^1.0 = absolutely dawn,temporal
dea\bir\gro,pure ending only,dea\bir\gro = pure ending only,temporal
dea*dar,dark death,dea*dar = dark death,temporal
dea*dec,death fused with decay,dea*dec = death fused with decay,temporal
dea*del,death fused with delay,dea*del = death fused with delay,temporal
dea*dur,death fused with duration,dea*dur = death fused with duration,temporal
dea*dus,death fused with dusk,dea*dus = death fused with dusk,temporal
dea*end,death fused with ending,dea*end = death fused with ending,temporal
dea*epo,death fused with epoch,dea*epo = death fused with epoch,temporal
dea*era,death fused with era,dea*era = death fused with era,temporal
dea*evo,death fused with evolution,dea*evo = death fused with evolution,temporal
dea*fir,death fused with first,dea*fir = death fused with first,temporal
dea*fut,death fused with future,dea*fut = death fused with future,temporal
dea*grd,death fused with gradual,dea*grd = death fused with gradual,temporal
dea*gro,death fused with growth,dea*gro = death fused with growth,temporal
dea*has,death fused with haste,dea*has = death fused with haste,temporal
dea*las,death fused with last,dea*las = death fused with last,temporal
dea*lon,death fused with long,dea*lon = death fused with long,temporal
dea*mid,death fused with middle,dea*mid = death fused with middle,temporal
dea*mom,death fused with moment,dea*mom = death fused with moment,temporal
dea*nev,death fused with never,dea*nev = death fused with never,temporal
dea*now,death fused with present,dea*now = death fused with present,temporal
dea*oft,death fused with often,dea*oft = death fused with often,temporal
dea*onc,death fused with once,dea*onc = death fused with once,temporal
dea*pas,death fused with past,dea*pas = death fused with past,temporal
dea*pha,death fused with phase,dea*pha = death fused with phase,temporal
dea*rar,death fused with rare,dea*rar = death fused with rare,temporal
dea*seq,death fused with sequence,dea*seq = death fused with sequence,temporal
dea*sta,death fused with stability,dea*sta = death fused with stability,temporal
dea*tra,death fused with transformation,dea*tra = death fused with transformation,temporal
dea*unt,death fused with until,dea*unt = death fused with until,temporal
dea*urg,death fused with urgent,dea*urg = death fused with urgent,temporal
dea*yet,death fused with yet,dea*yet = death fused with yet,temporal
dea^-0.5,inverse death (degree -0.5),dea^-0.5 = inverse death (degree -0.5),temporal
dea^-1.0,inverse death (degree -1.0),dea^-1.0 = inverse death (degree -1.0),temporal
dea^0.1,barely death,dea^0.1 = barely death,temporal
dea^0.2,slightly death,dea^0.2 = slightly death,temporal
dea^0.3,somewhat death,dea^0.3 = somewhat death,temporal
dea^0.4,fairly-light death,dea^0.4 = fairly-light death,temporal
dea^0.5,moderately death,dea^0.5 = moderately death,temporal
dea^0.6,quite death,dea^0.6 = quite death,temporal
dea^0.7,fairly death,dea^0.7 = fairly death,temporal
dea^0.8,very death,dea^0.8 = very death,temporal
dea^0.9,extremely death,dea^0.9 = extremely death,temporal
dea^1.0,absolutely death,dea^1.0 = absolutely death,temporal
dec*dar,dark decay,dec*dar = dark decay,temporal
dec*del,decay fused with delay,dec*del = decay fused with delay,temporal
dec*dur,decay fused with duration,dec*dur = decay fused with duration,temporal
dec*dus,decay fused with dusk,dec*dus = decay fused with dusk,temporal
dec*end,decay fused with ending,dec*end = decay fused with ending,temporal
dec*epo,decay fused with epoch,dec*epo = decay fused with epoch,temporal
dec*era,decay fused with era,dec*era = decay fused with era,temporal
dec*evo,decay fused with evolution,dec*evo = decay fused with evolution,temporal
dec*fir,decay fused with first,dec*fir = decay fused with first,temporal
dec*fut,decay fused with future,dec*fut = decay fused with future,temporal
dec*grd,decay fused with gradual,dec*grd = decay fused with gradual,temporal
dec*gro,decay fused with growth,dec*gro = decay fused with growth,temporal
dec*has,decay fused with haste,dec*has = decay fused with haste,temporal
dec*las,decay fused with last,dec*las = decay fused with last,temporal
dec*lon,decay fused with long,dec*lon = decay fused with long,temporal
dec*mid,decay fused with middle,dec*mid = decay fused with middle,temporal
dec*mom,decay fused with moment,dec*mom = decay fused with moment,temporal
dec*nev,decay fused with never,dec*nev = decay fused with never,temporal
dec*now,decay fused with present,dec*now = decay fused with present,temporal
dec*oft,decay fused with often,dec*oft = decay fused with often,temporal
dec*onc,decay fused with once,dec*onc = decay fused with once,temporal
dec*pas,decay fused with past,dec*pas = decay fused with past,temporal
dec*pha,decay fused with phase,dec*pha = decay fused with phase,temporal
dec*rar,decay fused with rare,dec*rar = decay fused with rare,temporal
dec*seq,decay fused with sequence,dec*seq = decay fused with sequence,temporal
dec*sta,decay fused with stability,dec*sta = decay fused with stability,temporal
dec*tra,decay fused with transformation,dec*tra = decay fused with transformation,temporal
dec*unt,decay fused with until,dec*unt = decay fused with until,temporal
dec*urg,decay fused with urgent,dec*urg = decay fused with urgent,temporal
dec*yet,decay fused with yet,dec*yet = decay fused with yet,temporal
dec^-0.5,inverse decay (degree -0.5),dec^-0.5 = inverse decay (degree -0.5),temporal
dec^-1.0,inverse decay (degree -1.0),dec^-1.0 = inverse decay (degree -1.0),temporal
dec^0.1,barely decay,dec^0.1 = barely decay,temporal
dec^0.2,slightly decay,dec^0.2 = slightly decay,temporal
dec^0.3,somewhat decay,dec^0.3 = somewhat decay,temporal
dec^0.4,fairly-light decay,dec^0.4 = fairly-light decay,temporal
dec^0.5,moderately decay,dec^0.5 = moderately decay,temporal
dec^0.6,quite decay,dec^0.6 = quite decay,temporal
dec^0.7,fairly decay,dec^0.7 = fairly decay,temporal
dec^0.8,very decay,dec^0.8 = very decay,temporal
dec^0.9,extremely decay,dec^0.9 = extremely decay,temporal
dec^1.0,absolutely decay,dec^1.0 = absolutely decay,temporal
del\has\urg,pure delay only,del\has\urg = pure delay only,temporal
del*col,cold delay,del*col = cold delay,temporal
del*dur,delay fused with duration,del*dur = delay fused with duration,temporal
del*dus,delay fused with dusk,del*dus = delay fused with dusk,temporal
del*end,delay fused with ending,del*end = delay fused with ending,temporal
del*epo,delay fused with epoch,del*epo = delay fused with epoch,temporal
del*era,delay fused with era,del*era = delay fused with era,temporal
del*evo,delay fused with evolution,del*evo = delay fused with evolution,temporal
del*fir,delay fused with first,del*fir = delay fused with first,temporal
del*fut,delay fused with future,del*fut = delay fused with future,temporal
del*grd,delay fused with gradual,del*grd = delay fused with gradual,temporal
del*gro,delay fused with growth,del*gro = delay fused with growth,temporal
del*has,delay fused with haste,del*has = delay fused with haste,temporal
del*las,delay fused with last,del*las = delay fused with last,temporal
del*lon,delay fused with long,del*lon = delay fused with long,temporal
del*mid,delay fused with middle,del*mid = delay fused with middle,temporal
del*mom,delay fused with moment,del*mom = delay fused with moment,temporal
del*nev,delay fused with never,del*nev = delay fused with never,temporal
del*now,delay fused with present,del*now = delay fused with present,temporal
del*oft,delay fused with often,del*oft = delay fused with often,temporal
del*onc,delay fused with once,del*onc = delay fused with once,temporal
del*pas,delay fused with past,del*pas = delay fused with past,temporal
del*pha,delay fused with phase,del*pha = delay fused with phase,temporal
del*rar,delay fused with rare,del*rar = delay fused with rare,temporal
del*seq,delay fused with sequence,del*seq = delay fused with sequence,temporal
del*sta,delay fused with stability,del*sta = delay fused with stability,temporal
del*tra,delay fused with transformation,del*tra = delay fused with transformation,temporal
del*unt,delay fused with until,del*unt = delay fused with until,temporal
del*urg,delay fused with urgent,del*urg = delay fused with urgent,temporal
del*yet,delay fused with yet,del*yet = delay fused with yet,temporal
del^-0.5,inverse delay (degree -0.5),del^-0.5 = inverse delay (degree -0.5),temporal
del^-1.0,inverse delay (degree -1.0),del^-1.0 = inverse delay (degree -1.0),temporal
del^0.1,barely delay,del^0.1 = barely delay,temporal
del^0.2,slightly delay,del^0.2 = slightly delay,temporal
del^0.3,somewhat delay,del^0.3 = somewhat delay,temporal
del^0.4,fairly-light delay,del^0.4 = fairly-light delay,temporal
del^0.5,moderately delay,del^0.5 = moderately delay,temporal
del^0.6,quite delay,del^0.6 = quite delay,temporal
del^0.7,fairly delay,del^0.7 = fairly delay,temporal
del^0.8,very delay,del^0.8 = very delay,temporal
del^0.9,extremely delay,del^0.9 = extremely delay,temporal
del^1.0,absolutely delay,del^1.0 = absolutely delay,temporal
dur:(mom*lon),duration from moment-long,dur:(mom*lon) = duration from moment-long,temporal
dur*dur,duration of duration,dur*dur = duration of duration,temporal
dur*dus,duration fused with dusk,dur*dus = duration fused with dusk,temporal
dur*end,duration fused with ending,dur*end = duration fused with ending,temporal
dur*epo,duration fused with epoch,dur*epo = duration fused with epoch,temporal
dur*era,duration fused with era,dur*era = duration fused with era,temporal
dur*evo,duration fused with evolution,dur*evo = duration fused with evolution,temporal
dur*fir,duration fused with first,dur*fir = duration fused with first,temporal
dur*fut,duration fused with future,dur*fut = duration fused with future,temporal
dur*grd,duration fused with gradual,dur*grd = duration fused with gradual,temporal
dur*gro,duration fused with growth,dur*gro = duration fused with growth,temporal
dur*has,duration fused with haste,dur*has = duration fused with haste,temporal
dur*las,duration fused with last,dur*las = duration fused with last,temporal
dur*lon,duration fused with long,dur*lon = duration fused with long,temporal
dur*mid,duration fused with middle,dur*mid = duration fused with middle,temporal
dur*mom,duration fused with moment,dur*mom = duration fused with moment,temporal
dur*nev,duration fused with never,dur*nev = duration fused with never,temporal
dur*now,duration fused with present,dur*now = duration fused with present,temporal
dur*oft,duration fused with often,dur*oft = duration fused with often,temporal
dur*onc,duration fused with once,dur*onc = duration fused with once,temporal
dur*pas,duration fused with past,dur*pas = duration fused with past,temporal
dur*pha,duration fused with phase,dur*pha = duration fused with phase,temporal
dur*rar,duration fused with rare,dur*rar = duration fused with rare,temporal
dur*seq,duration fused with sequence,dur*seq = duration fused with sequence,temporal
dur*sta,duration fused with stability,dur*sta = duration fused with stability,temporal
dur*tra,duration fused with transformation,dur*tra = duration fused with transformation,temporal
dur*unt,duration fused with until,dur*unt = duration fused with until,temporal
dur*urg,duration fused with urgent,dur*urg = duration fused with urgent,temporal
dur*yet,duration fused with yet,dur*yet = duration fused with yet,temporal
dur^-0.5,inverse duration (degree -0.5),dur^-0.5 = inverse duration (degree -0.5),temporal
dur^-1.0,inverse duration (degree -1.0),dur^-1.0 = inverse duration (degree -1.0),temporal
dur^0.1,barely duration,dur^0.1 = barely duration,temporal
dur^0.2,slightly duration,dur^0.2 = slightly duration,temporal
dur^0.3,somewhat duration,dur^0.3 = somewhat duration,temporal
dur^0.4,fairly-light duration,dur^0.4 = fairly-light duration,temporal
dur^0.5,moderately duration,dur^0.5 = moderately duration,temporal
dur^0.6,quite duration,dur^0.6 = quite duration,temporal
dur^0.7,fairly duration,dur^0.7 = fairly duration,temporal
dur^0.8,very duration,dur^0.8 = very duration,temporal
dur^0.9,extremely duration,dur^0.9 = extremely duration,temporal
dur^1.0,absolutely duration,dur^1.0 = absolutely duration,temporal
dus*end,dusk fused with ending,dus*end = dusk fused with ending,temporal
dus*epo,dusk fused with epoch,dus*epo = dusk fused with epoch,temporal
dus*era,dusk fused with era,dus*era = dusk fused with era,temporal
dus*evo,dusk fused with evolution,dus*evo = dusk fused with evolution,temporal
dus*fir,dusk fused with first,dus*fir = dusk fused with first,temporal
dus*fut,dusk fused with future,dus*fut = dusk fused with future,temporal
dus*grd,dusk fused with gradual,dus*grd = dusk fused with gradual,temporal
dus*gro,dusk fused with growth,dus*gro = dusk fused with growth,temporal
dus*has,dusk fused with haste,dus*has = dusk fused with haste,temporal
dus*las,dusk fused with last,dus*las = dusk fused with last,temporal
dus*lon,dusk fused with long,dus*lon = dusk fused with long,temporal
dus*mid,dusk fused with middle,dus*mid = dusk fused with middle,temporal
dus*mom,dusk fused with moment,dus*mom = dusk fused with moment,temporal
dus*nev,dusk fused with never,dus*nev = dusk fused with never,temporal
dus*now,dusk fused with present,dus*now = dusk fused with present,temporal
dus*oft,dusk fused with often,dus*oft = dusk fused with often,temporal
dus*onc,dusk fused with once,dus*onc = dusk fused with once,temporal
dus*pas,dusk fused with past,dus*pas = dusk fused with past,temporal
dus*pha,dusk fused with phase,dus*pha = dusk fused with phase,temporal
dus*rar,dusk fused with rare,dus*rar = dusk fused with rare,temporal
dus*seq,dusk fused with sequence,dus*seq = dusk fused with sequence,temporal
dus*sta,dusk fused with stability,dus*sta = dusk fused with stability,temporal
dus*tra,dusk fused with transformation,dus*tra = dusk fused with transformation,temporal
dus*unt,dusk fused with until,dus*unt = dusk fused with until,temporal
dus*urg,dusk fused with urgent,dus*urg = dusk fused with urgent,temporal
dus*yet,dusk fused with yet,dus*yet = dusk fused with yet,temporal
dus^-0.5,inverse dusk (degree -0.5),dus^-0.5 = inverse dusk (degree -0.5),temporal
dus^-1.0,inverse dusk (degree -1.0),dus^-1.0 = inverse dusk (degree -1.0),temporal
dus^0.1,barely dusk,dus^0.1 = barely dusk,temporal
dus^0.2,slightly dusk,dus^0.2 = slightly dusk,temporal
dus^0.3,somewhat dusk,dus^0.3 = somewhat dusk,temporal
dus^0.4,fairly-light dusk,dus^0.4 = fairly-light dusk,temporal
dus^0.5,moderately dusk,dus^0.5 = moderately dusk,temporal
dus^0.6,quite dusk,dus^0.6 = quite dusk,temporal
dus^0.7,fairly dusk,dus^0.7 = fairly dusk,temporal
dus^0.8,very dusk,dus^0.8 = very dusk,temporal
dus^0.9,extremely dusk,dus^0.9 = extremely dusk,temporal
dus^1.0,absolutely dusk,dus^1.0 = absolutely dusk,temporal
end*epo,ending fused with epoch,end*epo = ending fused with epoch,temporal
end*era,ending fused with era,end*era = ending fused with era,temporal
end*evo,ending fused with evolution,end*evo = ending fused with evolution,temporal
end*fir,ending fused with first,end*fir = ending fused with first,temporal
end*fut,ending fused with future,end*fut = ending fused with future,temporal
end*grd,ending fused with gradual,end*grd = ending fused with gradual,temporal
end*gro,ending fused with growth,end*gro = ending fused with growth,temporal
end*has,ending fused with haste,end*has = ending fused with haste,temporal
end*las,ending fused with last,end*las = ending fused with last,temporal
end*lon,ending fused with long,end*lon = ending fused with long,temporal
end*mid,ending fused with middle,end*mid = ending fused with middle,temporal
end*mom,ending fused with moment,end*mom = ending fused with moment,temporal
end*nev,ending fused with never,end*nev = ending fused with never,temporal
end*now,ending fused with present,end*now = ending fused with present,temporal
end*oft,ending fused with often,end*oft = ending fused with often,temporal
end*onc,ending fused with once,end*onc = ending fused with once,temporal
end*pas,ending fused with past,end*pas = ending fused with past,temporal
end*pha,ending fused with phase,end*pha = ending fused with phase,temporal
end*rar,ending fused with rare,end*rar = ending fused with rare,temporal
end*seq,ending fused with sequence,end*seq = ending fused with sequence,temporal
end*sta,ending fused with stability,end*sta = ending fused with stability,temporal
end*tra,ending fused with transformation,end*tra = ending fused with transformation,temporal
end*unt,ending fused with until,end*unt = ending fused with until,temporal
end*urg,ending fused with urgent,end*urg = ending fused with urgent,temporal
end*yet,ending fused with yet,end*yet = ending fused with yet,temporal
end^-0.5,inverse ending (degree -0.5),end^-0.5 = inverse ending (degree -0.5),temporal
end^-1.0,inverse ending (degree -1.0),end^-1.0 = inverse ending (degree -1.0),temporal
end^0.1,barely ending,end^0.1 = barely ending,temporal
end^0.2,slightly ending,end^0.2 = slightly ending,temporal
end^0.3,somewhat ending,end^0.3 = somewhat ending,temporal
end^0.4,fairly-light ending,end^0.4 = fairly-light ending,temporal
end^0.5,moderately ending,end^0.5 = moderately ending,temporal
end^0.6,quite ending,end^0.6 = quite ending,temporal
end^0.7,fairly ending,end^0.7 = fairly ending,temporal
end^0.8,very ending,end^0.8 = very ending,temporal
end^0.9,extremely ending,end^0.9 = extremely ending,temporal
end^1.0,absolutely ending,end^1.0 = absolutely ending,temporal
epo*ancient,ancient epoch,epo*ancient = ancient epoch,temporal
epo*epo,epoch of epochs,epo*epo = epoch of epochs,temporal
epo*era,epoch fused with era,epo*era = epoch fused with era,temporal
epo*evo,epoch fused with evolution,epo*evo = epoch fused with evolution,temporal
epo*fir,epoch fused with first,epo*fir = epoch fused with first,temporal
epo*fut,epoch fused with future,epo*fut = epoch fused with future,temporal
epo*grd,epoch fused with gradual,epo*grd = epoch fused with gradual,temporal
epo*gro,epoch fused with growth,epo*gro = epoch fused with growth,temporal
epo*has,epoch fused with haste,epo*has = epoch fused with haste,temporal
epo*las,epoch fused with last,epo*las = epoch fused with last,temporal
epo*lon,epoch fused with long,epo*lon = epoch fused with long,temporal
epo*mid,epoch fused with middle,epo*mid = epoch fused with middle,temporal
epo*mom,epoch fused with moment,epo*mom = epoch fused with moment,temporal
epo*nev,epoch fused with never,epo*nev = epoch fused with never,temporal
epo*now,epoch fused with present,epo*now = epoch fused with present,temporal
epo*oft,epoch fused with often,epo*oft = epoch fused with often,temporal
epo*onc,epoch fused with once,epo*onc = epoch fused with once,temporal
epo*pas,epoch fused with past,epo*pas = epoch fused with past,temporal
epo*pha,epoch fused with phase,epo*pha = epoch fused with phase,temporal
epo*rar,epoch fused with rare,epo*rar = epoch fused with rare,temporal
epo*seq,epoch fused with sequence,epo*seq = epoch fused with sequence,temporal
epo*sta,epoch fused with stability,epo*sta = epoch fused with stability,temporal
epo*tra,epoch fused with transformation,epo*tra = epoch fused with transformation,temporal
epo*unt,epoch fused with until,epo*unt = epoch fused with until,temporal
epo*urg,epoch fused with urgent,epo*urg = epoch fused with urgent,temporal
epo*yet,epoch fused with yet,epo*yet = epoch fused with yet,temporal
epo^-0.5,inverse epoch (degree -0.5),epo^-0.5 = inverse epoch (degree -0.5),temporal
epo^-1.0,inverse epoch (degree -1.0),epo^-1.0 = inverse epoch (degree -1.0),temporal
epo^0.1,barely epoch,epo^0.1 = barely epoch,temporal
epo^0.2,slightly epoch,epo^0.2 = slightly epoch,temporal
epo^0.3,somewhat epoch,epo^0.3 = somewhat epoch,temporal
epo^0.4,fairly-light epoch,epo^0.4 = fairly-light epoch,temporal
epo^0.5,moderately epoch,epo^0.5 = moderately epoch,temporal
epo^0.6,quite epoch,epo^0.6 = quite epoch,temporal
epo^0.7,fairly epoch,epo^0.7 = fairly epoch,temporal
epo^0.8,very epoch,epo^0.8 = very epoch,temporal
epo^0.9,extremely epoch,epo^0.9 = extremely epoch,temporal
epo^1.0,absolutely epoch,epo^1.0 = absolutely epoch,temporal
era*evo,era fused with evolution,era*evo = era fused with evolution,temporal
era*fir,era fused with first,era*fir = era fused with first,temporal
era*fut,era fused with future,era*fut = era fused with future,temporal
