expression,meaning,example,domain
com@(bar*unl^0.56),Compositional expression using A@(B*C^X),com@(bar*unl^0.56),filtered
twi@(bas*squ^0.74),Compositional expression using A@(B*C^X),twi@(bas*squ^0.74),filtered
pyr@(lat*inf^0.50),Compositional expression using A@(B*C^X),pyr@(lat*inf^0.50),filtered
fee@(fun*brg^0.70),Compositional expression using A@(B*C^X),fee@(fun*brg^0.70),filtered
fol@(giv*wrk^0.82),Compositional expression using A@(B*C^X),fol@(giv*wrk^0.82),filtered
dou@(say*phi^0.41),Compositional expression using A@(B*C^X),dou@(say*phi^0.41),filtered
cen@(hrt*cou^0.84),Compositional expression using A@(B*C^X),cen@(hrt*cou^0.84),filtered
morphology@(phr*fin^0.20),Compositional expression using A@(B*C^X),morphology@(phr*fin^0.20),filtered
kee@(bot*typ^0.19),Compositional expression using A@(B*C^X),kee@(bot*typ^0.19),filtered
hue@(pig*hav^0.31),Compositional expression using A@(B*C^X),hue@(pig*hav^0.31),filtered
typ@(sun*puz^0.16),Compositional expression using A@(B*C^X),typ@(sun*puz^0.16),filtered
goo@(max*idi^0.23),Compositional expression using A@(B*C^X),goo@(max*idi^0.23),filtered
cup@(ugl*sys^0.21),Compositional expression using A@(B*C^X),cup@(ugl*sys^0.21),filtered
yld@(ovr*sgl^0.55),Compositional expression using A@(B*C^X),yld@(ovr*sgl^0.55),filtered
unc@(rtr*fri^0.58),Compositional expression using A@(B*C^X),unc@(rtr*fri^0.58),filtered
category@(lex*rai^0.49),Compositional expression using A@(B*C^X),category@(lex*rai^0.49),filtered
cer@(wro*rum^0.50),Compositional expression using A@(B*C^X),cer@(wro*rum^0.50),filtered
ubk@(lib*pit^0.40),Compositional expression using A@(B*C^X),ubk@(lib*pit^0.40),filtered
dqe@(rar*srf^0.62),Compositional expression using A@(B*C^X),dqe@(rar*srf^0.62),filtered
pov@(kol*mix^0.94),Compositional expression using A@(B*C^X),pov@(kol*mix^0.94),filtered
clr@(los*ize^0.55),Compositional expression using A@(B*C^X),clr@(los*ize^0.55),filtered
dlg@(may*phenomenology^0.55),Compositional expression using A@(B*C^X),dlg@(may*phenomenology^0.55),filtered
liq@(mtc*res^0.14),Compositional expression using A@(B*C^X),liq@(mtc*res^0.14),filtered
allomorph@(mds*fin^0.83),Compositional expression using A@(B*C^X),allomorph@(mds*fin^0.83),filtered
add@(trn*yet^0.89),Compositional expression using A@(B*C^X),add@(trn*yet^0.89),filtered
frut@(rcv*dor^0.71),Compositional expression using A@(B*C^X),frut@(rcv*dor^0.71),filtered
act@(duk*hai^0.24),Compositional expression using A@(B*C^X),act@(duk*hai^0.24),filtered
sun@(wri*gre^0.18),Compositional expression using A@(B*C^X),sun@(wri*gre^0.18),filtered
thw@(prf*tnv^0.66),Compositional expression using A@(B*C^X),thw@(prf*tnv^0.66),filtered
anc@(fld*cap^0.38),Compositional expression using A@(B*C^X),anc@(fld*cap^0.38),filtered
sin@(may*tre^0.41),Compositional expression using A@(B*C^X),sin@(may*tre^0.41),filtered
mov@(dpt*aro^0.35),Compositional expression using A@(B*C^X),mov@(dpt*aro^0.35),filtered
cur@(acc*cou^0.58),Compositional expression using A@(B*C^X),cur@(acc*cou^0.58),filtered
off@(sel*owl^0.75),Compositional expression using A@(B*C^X),off@(sel*owl^0.75),filtered
cel@(boa*hlu^0.44),Compositional expression using A@(B*C^X),cel@(boa*hlu^0.44),filtered
dee@(cle*duk^0.67),Compositional expression using A@(B*C^X),dee@(cle*duk^0.67),filtered
xia@(pry*som^0.66),Compositional expression using A@(B*C^X),xia@(pry*som^0.66),filtered
drv@(glo*crys^0.70),Compositional expression using A@(B*C^X),drv@(glo*crys^0.70),filtered
obs@(pek*loop^0.93),Compositional expression using A@(B*C^X),obs@(pek*loop^0.93),filtered
wod@(eta*xpt^0.62),Compositional expression using A@(B*C^X),wod@(eta*xpt^0.62),filtered
cmt@(mud*vec^0.75),Compositional expression using A@(B*C^X),cmt@(mud*vec^0.75),filtered
slo@(bio*rol^0.55),Compositional expression using A@(B*C^X),slo@(bio*rol^0.55),filtered
sky@(morpheme*gnd^0.78),Compositional expression using A@(B*C^X),sky@(morpheme*gnd^0.78),filtered
thw@(ind*top^0.54),Compositional expression using A@(B*C^X),thw@(ind*top^0.54),filtered
may@(cat*mus^0.27),Compositional expression using A@(B*C^X),may@(cat*mus^0.27),filtered
fut@(cen*drf^0.90),Compositional expression using A@(B*C^X),fut@(cen*drf^0.90),filtered
loy@(ora*wri^0.61),Compositional expression using A@(B*C^X),loy@(ora*wri^0.61),filtered
tao@(trait*aqu^0.72),Compositional expression using A@(B*C^X),tao@(trait*aqu^0.72),filtered
ubk@(rid*sel^0.69),Compositional expression using A@(B*C^X),ubk@(rid*sel^0.69),filtered
smo@(dha*pen^0.41),Compositional expression using A@(B*C^X),smo@(dha*pen^0.41),filtered
rol@(otp*sma^0.77),Compositional expression using A@(B*C^X),rol@(otp*sma^0.77),filtered
beg@(wor*hav^0.83),Compositional expression using A@(B*C^X),beg@(wor*hav^0.83),filtered
awa@(gro*neu^0.12),Compositional expression using A@(B*C^X),awa@(gro*neu^0.12),filtered
acr@(telo*pen^0.73),Compositional expression using A@(B*C^X),acr@(telo*pen^0.73),filtered
dvg@(tmo*hur^0.79),Compositional expression using A@(B*C^X),dvg@(tmo*hur^0.79),filtered
fis@(rcv*dna^0.26),Compositional expression using A@(B*C^X),fis@(rcv*dna^0.26),filtered
unc@(foc*pie^0.54),Compositional expression using A@(B*C^X),unc@(foc*pie^0.54),filtered
mac@(bit*beff^0.61),Compositional expression using A@(B*C^X),mac@(bit*beff^0.61),filtered
wri@(mom*seq^0.72),Compositional expression using A@(B*C^X),wri@(mom*seq^0.72),filtered
cus@(val*crd^0.68),Compositional expression using A@(B*C^X),cus@(val*crd^0.68),filtered
win@(allophone*van^0.69),Compositional expression using A@(B*C^X),win@(allophone*van^0.69),filtered
box@(nos*eud^0.90),Compositional expression using A@(B*C^X),box@(nos*eud^0.90),filtered
cou@(rev*ugl^0.43),Compositional expression using A@(B*C^X),cou@(rev*ugl^0.43),filtered
sin@(pha*clst^0.93),Compositional expression using A@(B*C^X),sin@(pha*clst^0.93),filtered
rna@(ctc*let^0.56),Compositional expression using A@(B*C^X),rna@(ctc*let^0.56),filtered
unc@(cul*rig^0.38),Compositional expression using A@(B*C^X),unc@(cul*rig^0.38),filtered
pin@(kee*netw^0.79),Compositional expression using A@(B*C^X),pin@(kee*netw^0.79),filtered
dec@(veg*try^0.19),Compositional expression using A@(B*C^X),dec@(veg*try^0.19),filtered
gal@(resp*ruf^0.61),Compositional expression using A@(B*C^X),gal@(resp*ruf^0.61),filtered
tch@(bld*topology^0.30),Compositional expression using A@(B*C^X),tch@(bld*topology^0.30),filtered
due@(bnd*sup^0.10),Compositional expression using A@(B*C^X),due@(bnd*sup^0.10),filtered
alw@(nox*fwd^0.56),Compositional expression using A@(B*C^X),alw@(nox*fwd^0.56),filtered
aga@(due*drft^0.72),Compositional expression using A@(B*C^X),aga@(due*drft^0.72),filtered
wre@(ism*bod^0.43),Compositional expression using A@(B*C^X),wre@(ism*bod^0.43),filtered
brc@(stb*btw^0.30),Compositional expression using A@(B*C^X),brc@(stb*btw^0.30),filtered
swa@(wuw*rhy^0.13),Compositional expression using A@(B*C^X),swa@(wuw*rhy^0.13),filtered
hel@(sid*rig^0.22),Compositional expression using A@(B*C^X),hel@(sid*rig^0.22),filtered
ort@(cla*leg^0.41),Compositional expression using A@(B*C^X),ort@(cla*leg^0.41),filtered
alo@(fmt*sta^0.21),Compositional expression using A@(B*C^X),alo@(fmt*sta^0.21),filtered
arc@(sec*pul^0.42),Compositional expression using A@(B*C^X),arc@(sec*pul^0.42),filtered
put@(tru*nec^0.79),Compositional expression using A@(B*C^X),put@(tru*nec^0.79),filtered
geo@(rea*fol^0.58),Compositional expression using A@(B*C^X),geo@(rea*fol^0.58),filtered
blf@(lio*nee^0.37),Compositional expression using A@(B*C^X),blf@(lio*nee^0.37),filtered
not@(prk*lat^0.54),Compositional expression using A@(B*C^X),not@(prk*lat^0.54),filtered
ism@(nor*bli^0.21),Compositional expression using A@(B*C^X),ism@(nor*bli^0.21),filtered
chi@(morpheme*mds^0.82),Compositional expression using A@(B*C^X),chi@(morpheme*mds^0.82),filtered
gue@(cow*bes^0.83),Compositional expression using A@(B*C^X),gue@(cow*bes^0.83),filtered
bit@(amb*wou^0.11),Compositional expression using A@(B*C^X),bit@(amb*wou^0.11),filtered
owl@(san*skp^0.23),Compositional expression using A@(B*C^X),owl@(san*skp^0.23),filtered
ben@(fht*eny^0.19),Compositional expression using A@(B*C^X),ben@(fht*eny^0.19),filtered
fru@(sli*typ^0.11),Compositional expression using A@(B*C^X),fru@(sli*typ^0.11),filtered
crd@(ban*contravariant^0.86),Compositional expression using A@(B*C^X),crd@(ban*contravariant^0.86),filtered
itr@(vegt*wak^0.42),Compositional expression using A@(B*C^X),itr@(vegt*wak^0.42),filtered
ana@(foldable*wrk^0.26),Compositional expression using A@(B*C^X),ana@(foldable*wrk^0.26),filtered
mos@(dri*sam^0.34),Compositional expression using A@(B*C^X),mos@(dri*sam^0.34),filtered
oil@(vir*epistemology^0.21),Compositional expression using A@(B*C^X),oil@(vir*epistemology^0.21),filtered
art@(mil*ste^0.74),Compositional expression using A@(B*C^X),art@(mil*ste^0.74),filtered
jum@(hev*ore^0.70),Compositional expression using A@(B*C^X),jum@(hev*ore^0.70),filtered
off@(jar*aim^0.72),Compositional expression using A@(B*C^X),off@(jar*aim^0.72),filtered
acr@(wri*sha^0.55),Compositional expression using A@(B*C^X),acr@(wri*sha^0.55),filtered
oil@(wuw*clu^0.44),Compositional expression using A@(B*C^X),oil@(wuw*clu^0.44),filtered
mov@(min*nee^0.27),Compositional expression using A@(B*C^X),mov@(min*nee^0.27),filtered
dee@(eve*epo^0.77),Compositional expression using A@(B*C^X),dee@(eve*epo^0.77),filtered
sol@(suc*too^0.48),Compositional expression using A@(B*C^X),sol@(suc*too^0.48),filtered
mil@(dst*ner^0.52),Compositional expression using A@(B*C^X),mil@(dst*ner^0.52),filtered
cont@(not*trn^0.14),Compositional expression using A@(B*C^X),cont@(not*trn^0.14),filtered
rar@(ort*otp^0.44),Compositional expression using A@(B*C^X),rar@(ort*otp^0.44),filtered
lit@(chk*cup^0.43),Compositional expression using A@(B*C^X),lit@(chk*cup^0.43),filtered
rcr@(hlu*nor^0.47),Compositional expression using A@(B*C^X),rcr@(hlu*nor^0.47),filtered
aut@(lad*mutex^0.23),Compositional expression using A@(B*C^X),aut@(lad*mutex^0.23),filtered
morpheme@(ena*agr^0.89),Compositional expression using A@(B*C^X),morpheme@(ena*agr^0.89),filtered
soc@(sac*shp^0.37),Compositional expression using A@(B*C^X),soc@(sac*shp^0.37),filtered
sco@(med*applicative^0.92),Compositional expression using A@(B*C^X),sco@(med*applicative^0.92),filtered
ner@(neu*bar^0.50),Compositional expression using A@(B*C^X),ner@(neu*bar^0.50),filtered
trn@(stb*nos^0.51),Compositional expression using A@(B*C^X),trn@(stb*nos^0.51),filtered
srf@(ren*phonology^0.66),Compositional expression using A@(B*C^X),srf@(ren*phonology^0.66),filtered
trd@(apt*wrt^0.69),Compositional expression using A@(B*C^X),trd@(apt*wrt^0.69),filtered
covariant@(ufy*llm^0.95),Compositional expression using A@(B*C^X),covariant@(ufy*llm^0.95),filtered
med@(hal*udc^0.63),Compositional expression using A@(B*C^X),med@(hal*udc^0.63),filtered
brk@(boi*mor^0.19),Compositional expression using A@(B*C^X),brk@(boi*mor^0.19),filtered
pus@(hab*min^0.25),Compositional expression using A@(B*C^X),pus@(hab*min^0.25),filtered
tou@(sid*amb^0.36),Compositional expression using A@(B*C^X),tou@(sid*amb^0.36),filtered
rev@(war*seq^0.79),Compositional expression using A@(B*C^X),rev@(war*seq^0.79),filtered
sit@(crys*liq^0.40),Compositional expression using A@(B*C^X),sit@(crys*liq^0.40),filtered
pln@(ubk*end^0.40),Compositional expression using A@(B*C^X),pln@(ubk*end^0.40),filtered
allomorph@(jar*are^0.30),Compositional expression using A@(B*C^X),allomorph@(jar*are^0.30),filtered
jar@(rec*wol^0.25),Compositional expression using A@(B*C^X),jar@(rec*wol^0.25),filtered
dea@(hum*foc^0.14),Compositional expression using A@(B*C^X),dea@(hum*foc^0.14),filtered
str@(rot*bol^0.93),Compositional expression using A@(B*C^X),str@(rot*bol^0.93),filtered
mis@(glo*fru^0.30),Compositional expression using A@(B*C^X),mis@(glo*fru^0.30),filtered
(nar@cof)\(hun@key),Compositional expression using (A@B)\(C@D),(nar@cof)\(hun@key),complex
(wor@pho)\(cha@psh),Compositional expression using (A@B)\(C@D),(wor@pho)\(cha@psh),complex
(materialism@crs)\(frt@eas),Compositional expression using (A@B)\(C@D),(materialism@crs)\(frt@eas),complex
(oxy@fat)\(tao@ske),Compositional expression using (A@B)\(C@D),(oxy@fat)\(tao@ske),complex
(hev@pin)\(rdy@disjoint),Compositional expression using (A@B)\(C@D),(hev@pin)\(rdy@disjoint),complex
(dam@lis)\(bri@sam),Compositional expression using (A@B)\(C@D),(dam@lis)\(bri@sam),complex
(poe@com)\(dea@obe),Compositional expression using (A@B)\(C@D),(poe@com)\(dea@obe),complex
(blk@sle)\(ack@mag),Compositional expression using (A@B)\(C@D),(blk@sle)\(ack@mag),complex
(fab@dou)\(dee@dha),Compositional expression using (A@B)\(C@D),(fab@dou)\(dee@dha),complex
(gas@sit)\(joy@pas),Compositional expression using (A@B)\(C@D),(gas@sit)\(joy@pas),complex
(dro@few)\(var@pha),Compositional expression using (A@B)\(C@D),(dro@few)\(var@pha),complex
(fri@ear)\(rcv@kla),Compositional expression using (A@B)\(C@D),(fri@ear)\(rcv@kla),complex
(fmt@hav)\(bir@mid),Compositional expression using (A@B)\(C@D),(fmt@hav)\(bir@mid),complex
(drp@aft)\(wod@kne),Compositional expression using (A@B)\(C@D),(drp@aft)\(wod@kne),complex
(goa@max)\(cre@stp),Compositional expression using (A@B)\(C@D),(goa@max)\(cre@stp),complex
(all@can)\(der@get),Compositional expression using (A@B)\(C@D),(all@can)\(der@get),complex
(too@rel)\(dul@mat),Compositional expression using (A@B)\(C@D),(too@rel)\(dul@mat),complex
(ova@owl)\(tal@chst),Compositional expression using (A@B)\(C@D),(ova@owl)\(tal@chst),complex
(eat@sci)\(oni@midf),Compositional expression using (A@B)\(C@D),(eat@sci)\(oni@midf),complex
(idealism@tog)\(sum@nov),Compositional expression using (A@B)\(C@D),(idealism@tog)\(sum@nov),complex
(bou@crt)\(oce@lan),Compositional expression using (A@B)\(C@D),(bou@crt)\(oce@lan),complex
(hel@oxi)\(bed@tou),Compositional expression using (A@B)\(C@D),(hel@oxi)\(bed@tou),complex
(prl@typ)\(sun@nee),Compositional expression using (A@B)\(C@D),(prl@typ)\(sun@nee),complex
(thw@cal)\(monoid@aim),Compositional expression using (A@B)\(C@D),(thw@cal)\(monoid@aim),complex
(mtr@contravariant)\(cas@let),Compositional expression using (A@B)\(C@D),(mtr@contravariant)\(cas@let),complex
(scr@pragmatism)\(thr@els),Compositional expression using (A@B)\(C@D),(scr@pragmatism)\(thr@els),complex
(continuation@dam)\(mam@option),Compositional expression using (A@B)\(C@D),(continuation@dam)\(mam@option),complex
(spk@gar)\(sna@shp),Compositional expression using (A@B)\(C@D),(spk@gar)\(sna@shp),complex
(ign@crrt)\(cmp@aga),Compositional expression using (A@B)\(C@D),(ign@crrt)\(cmp@aga),complex
(ous@rat)\(ast@lov),Compositional expression using (A@B)\(C@D),(ous@rat)\(ast@lov),complex
(tex@lft)\(umm@equ),Compositional expression using (A@B)\(C@D),(tex@lft)\(umm@equ),complex
(dif@frut)\(sha@rcr),Compositional expression using (A@B)\(C@D),(dif@frut)\(sha@rcr),complex
(fal@nxt)\(flo@cas),Compositional expression using (A@B)\(C@D),(fal@nxt)\(flo@cas),complex
(raw@pas)\(sid@dog),Compositional expression using (A@B)\(C@D),(raw@pas)\(sid@dog),complex
(ena@riv)\(hbl@rat),Compositional expression using (A@B)\(C@D),(ena@riv)\(hbl@rat),complex
(und@hyp)\(record@van),Compositional expression using (A@B)\(C@D),(und@hyp)\(record@van),complex
(hai@phenomenology)\(cou@mtc),Compositional expression using (A@B)\(C@D),(hai@phenomenology)\(cou@mtc),complex
(record@sou)\(err@result),Compositional expression using (A@B)\(C@D),(record@sou)\(err@result),complex
(jui@telo)\(prec@est),Compositional expression using (A@B)\(C@D),(jui@telo)\(prec@est),complex
(imp@giv)\(abo@cvg),Compositional expression using (A@B)\(C@D),(imp@giv)\(abo@cvg),complex
(war@gue)\(que@apl),Compositional expression using (A@B)\(C@D),(war@gue)\(que@apl),complex
(pig@opn)\(aro@rdy),Compositional expression using (A@B)\(C@D),(pig@opn)\(aro@rdy),complex
(drft@cyc)\(bac@kol),Compositional expression using (A@B)\(C@D),(drft@cyc)\(bac@kol),complex
(generic@ble)\(ope@agg),Compositional expression using (A@B)\(C@D),(generic@ble)\(ope@agg),complex
(frb@cry)\(vld@aur),Compositional expression using (A@B)\(C@D),(frb@cry)\(vld@aur),complex
(dri@ize)\(ter@cmp),Compositional expression using (A@B)\(C@D),(dri@ize)\(ter@cmp),complex
(kar@obj)\(lit@tre),Compositional expression using (A@B)\(C@D),(kar@obj)\(lit@tre),complex
(jok@roo)\(rew@gal),Compositional expression using (A@B)\(C@D),(jok@roo)\(rew@gal),complex
(the@ash)\(sch@key),Compositional expression using (A@B)\(C@D),(the@ash)\(sch@key),complex
(functor@saw)\(nit@tes),Compositional expression using (A@B)\(C@D),(functor@saw)\(nit@tes),complex
(bug@api)\(upd@pln),Compositional expression using (A@B)\(C@D),(bug@api)\(upd@pln),complex
(dus@ize)\(thi@reb),Compositional expression using (A@B)\(C@D),(dus@ize)\(thi@reb),complex
(tro@eat)\(sar@mov),Compositional expression using (A@B)\(C@D),(tro@eat)\(sar@mov),complex
(psi@itr)\(nod@dea),Compositional expression using (A@B)\(C@D),(psi@itr)\(nod@dea),complex
(kne@rna)\(xia@dis),Compositional expression using (A@B)\(C@D),(kne@rna)\(xia@dis),complex
(jus@luc)\(mea@flo),Compositional expression using (A@B)\(C@D),(jus@luc)\(mea@flo),complex
(outp@wke)\(glt@mus),Compositional expression using (A@B)\(C@D),(outp@wke)\(glt@mus),complex
(hok@mus)\(tbl@boa),Compositional expression using (A@B)\(C@D),(hok@mus)\(tbl@boa),complex
(nea@abo)\(alg@pri),Compositional expression using (A@B)\(C@D),(nea@abo)\(alg@pri),complex
(wrt@wal)\(sci@ovr),Compositional expression using (A@B)\(C@D),(wrt@wal)\(sci@ovr),complex
(crd@hot)\(det@opa),Compositional expression using (A@B)\(C@D),(crd@hot)\(det@opa),complex
(abo@monoid)\(gnd@sad),Compositional expression using (A@B)\(C@D),(abo@monoid)\(gnd@sad),complex
(api@ada)\(anch@oxi),Compositional expression using (A@B)\(C@D),(api@ada)\(anch@oxi),complex
(bri@fri)\(old@app),Compositional expression using (A@B)\(C@D),(bri@fri)\(old@app),complex
(tru@sub)\(toe@dlg),Compositional expression using (A@B)\(C@D),(tru@sub)\(toe@dlg),complex
(jui@dps)\(fab@hel),Compositional expression using (A@B)\(C@D),(jui@dps)\(fab@hel),complex
(tan@hum)\(lat@rho),Compositional expression using (A@B)\(C@D),(tan@hum)\(lat@rho),complex
(prv@fix)\(wou@rep),Compositional expression using (A@B)\(C@D),(prv@fix)\(wou@rep),complex
(crrt@ide)\(aci@boi),Compositional expression using (A@B)\(C@D),(crrt@ide)\(aci@boi),complex
(soc@vir)\(det@dou),Compositional expression using (A@B)\(C@D),(soc@vir)\(det@dou),complex
(aqu@monad)\(beff@eac),Compositional expression using (A@B)\(C@D),(aqu@monad)\(beff@eac),complex
(div@soc)\(ope@kil),Compositional expression using (A@B)\(C@D),(div@soc)\(ope@kil),complex
(brd@trv)\(wei@cal),Compositional expression using (A@B)\(C@D),(brd@trv)\(wei@cal),complex
(toe@hed)\(sgl@thr),Compositional expression using (A@B)\(C@D),(toe@hed)\(sgl@thr),complex
(stp@wuw)\(too@air),Compositional expression using (A@B)\(C@D),(stp@wuw)\(too@air),complex
(clr@eva)\(ena@mer),Compositional expression using (A@B)\(C@D),(clr@eva)\(ena@mer),complex
(abo@lio)\(whr@lmt),Compositional expression using (A@B)\(C@D),(abo@lio)\(whr@lmt),complex
(ers@goo)\(functor@lin),Compositional expression using (A@B)\(C@D),(ers@goo)\(functor@lin),complex
(bet@via)\(ubk@cus),Compositional expression using (A@B)\(C@D),(bet@via)\(ubk@cus),complex
(alt@set)\(sco@unk),Compositional expression using (A@B)\(C@D),(alt@set)\(sco@unk),complex
(outp@skp)\(oth@liq),Compositional expression using (A@B)\(C@D),(outp@skp)\(oth@liq),complex
(vod@ray)\(equ@non),Compositional expression using (A@B)\(C@D),(vod@ray)\(equ@non),complex
(fil@sli)\(drf@har),Compositional expression using (A@B)\(C@D),(fil@sli)\(drf@har),complex
(dog@bus)\(swe@crsn),Compositional expression using (A@B)\(C@D),(dog@bus)\(swe@crsn),complex
(rsn@category)\(tok@frut),Compositional expression using (A@B)\(C@D),(rsn@category)\(tok@frut),complex
(nud@ers)\(trait@dps),Compositional expression using (A@B)\(C@D),(nud@ers)\(trait@dps),complex
(owl@thunk)\(gol@bod),Compositional expression using (A@B)\(C@D),(owl@thunk)\(gol@bod),complex
(aqu@dis)\(ang@sed),Compositional expression using (A@B)\(C@D),(aqu@dis)\(ang@sed),complex
(rhy@war)\(seq@spe),Compositional expression using (A@B)\(C@D),(rhy@war)\(seq@spe),complex
(cru@wuw)\(monoid@cnt),Compositional expression using (A@B)\(C@D),(cru@wuw)\(monoid@cnt),complex
(anc@zer)\(bal@slo),Compositional expression using (A@B)\(C@D),(anc@zer)\(bal@slo),complex
(hur@gar)\(cpu@saw),Compositional expression using (A@B)\(C@D),(hur@gar)\(cpu@saw),complex
(seq@oil)\(qeu@red),Compositional expression using (A@B)\(C@D),(seq@oil)\(qeu@red),complex
(zen@rec)\(all@lay),Compositional expression using (A@B)\(C@D),(zen@rec)\(all@lay),complex
(oce@lft)\(fly@roo),Compositional expression using (A@B)\(C@D),(oce@lft)\(fly@roo),complex
(cau@non)\(dre@bou),Compositional expression using (A@B)\(C@D),(cau@non)\(dre@bou),complex
(wid@pragmatism)\(ber@prx),Compositional expression using (A@B)\(C@D),(wid@pragmatism)\(ber@prx),complex
(psi@inf)\(bat@dns),Compositional expression using (A@B)\(C@D),(psi@inf)\(bat@dns),complex
(sar@aro)\(poo@foc),Compositional expression using (A@B)\(C@D),(sar@aro)\(poo@foc),complex
(aut@ize)\(sev@any),Compositional expression using (A@B)\(C@D),(aut@ize)\(sev@any),complex
duc*sed\mtc:scu,Compositional expression using A*B\C:D,duc*sed\mtc:scu,conditional
thunk*zir\nan:tow,Compositional expression using A*B\C:D,thunk*zir\nan:tow,conditional
qui*rof\win:nea,Compositional expression using A*B\C:D,qui*rof\win:nea,conditional
fin*amb\nud:oce,Compositional expression using A*B\C:D,fin*amb\nud:oce,conditional
stg*fat\rec:rum,Compositional expression using A*B\C:D,stg*fat\rec:rum,conditional
rcv*wet\any:hei,Compositional expression using A*B\C:D,rcv*wet\any:hei,conditional
dou*whe\age:fmt,Compositional expression using A*B\C:D,dou*whe\age:fmt,conditional
sprs*grapheme\nud:crrt,Compositional expression using A*B\C:D,sprs*grapheme\nud:crrt,conditional
mak*orb\phs:sic,Compositional expression using A*B\C:D,mak*orb\phs:sic,conditional
cmt*rho\kar:fab,Compositional expression using A*B\C:D,cmt*rho\kar:fab,conditional
gua*bik\chkn:abl,Compositional expression using A*B\C:D,gua*bik\chkn:abl,conditional
bon*obe\woo:wes,Compositional expression using A*B\C:D,bon*obe\woo:wes,conditional
sev*wav\fut:oni,Compositional expression using A*B\C:D,sev*wav\fut:oni,conditional
hop*whn\gua:alw,Compositional expression using A*B\C:D,hop*whn\gua:alw,conditional
mds*tel\xpt:uni,Compositional expression using A*B\C:D,mds*tel\xpt:uni,conditional
pra*rcr\now:allophone,Compositional expression using A*B\C:D,pra*rcr\now:allophone,conditional
cin*non\qeu:lit,Compositional expression using A*B\C:D,cin*non\qeu:lit,conditional
sca*spr\llm:avo,Compositional expression using A*B\C:D,sca*spr\llm:avo,conditional
pra*phoneme\ctc:poi,Compositional expression using A*B\C:D,pra*phoneme\ctc:poi,conditional
thr*mcal\rot:tex,Compositional expression using A*B\C:D,thr*mcal\rot:tex,conditional
attn*derivation\sprs:wod,Compositional expression using A*B\C:D,attn*derivation\sprs:wod,conditional
sle*tou\set:reb,Compositional expression using A*B\C:D,sle*tou\set:reb,conditional
dry*stb\set:hou,Compositional expression using A*B\C:D,dry*stb\set:hou,conditional
boo*rcv\lad:awa,Compositional expression using A*B\C:D,boo*rcv\lad:awa,conditional
gas*mea\beg:fth,Compositional expression using A*B\C:D,gas*mea\beg:fth,conditional
fir*org\jui:bet,Compositional expression using A*B\C:D,fir*org\jui:bet,conditional
let*nal\mil:mov,Compositional expression using A*B\C:D,let*nal\mil:mov,conditional
cmpr*avg\kne:xpt,Compositional expression using A*B\C:D,cmpr*avg\kne:xpt,conditional
sen*des\dfc:yon,Compositional expression using A*B\C:D,sen*des\dfc:yon,conditional
liq*tid\void:dar,Compositional expression using A*B\C:D,liq*tid\void:dar,conditional
aes*nar\wea:wgt,Compositional expression using A*B\C:D,aes*nar\wea:wgt,conditional
sil*mir\est:aes,Compositional expression using A*B\C:D,sil*mir\est:aes,conditional
hol*aer\che:div,Compositional expression using A*B\C:D,hol*aer\che:div,conditional
orb*vld\lmt:eng,Compositional expression using A*B\C:D,orb*vld\lmt:eng,conditional
nea*mov\nar:tun,Compositional expression using A*B\C:D,nea*mov\nar:tun,conditional
whet*maybe\morphism:itr,Compositional expression using A*B\C:D,whet*maybe\morphism:itr,conditional
kno*whet\tkn:log,Compositional expression using A*B\C:D,kno*whet\tkn:log,conditional
mos*fmt\why:blf,Compositional expression using A*B\C:D,mos*fmt\why:blf,conditional
embd*wke\fal:dia,Compositional expression using A*B\C:D,embd*wke\fal:dia,conditional
eve*hei\get:clo,Compositional expression using A*B\C:D,eve*hei\get:clo,conditional
jok*zer\avg:now,Compositional expression using A*B\C:D,jok*zer\avg:now,conditional
man*big\whn:det,Compositional expression using A*B\C:D,man*big\whn:det,conditional
rea*nan\mos:rar,Compositional expression using A*B\C:D,rea*nan\mos:rar,conditional
dlg*mem\sil:tau,Compositional expression using A*B\C:D,dlg*mem\sil:tau,conditional
tra*her\mos:roa,Compositional expression using A*B\C:D,tra*her\mos:roa,conditional
kei*sgl\lim:wet,Compositional expression using A*B\C:D,kei*sgl\lim:wet,conditional
wrt*ort\fue:wol,Compositional expression using A*B\C:D,wrt*ort\fue:wol,conditional
dub*pra\bri:nxt,Compositional expression using A*B\C:D,dub*pra\bri:nxt,conditional
lus*kne\and:applicative,Compositional expression using A*B\C:D,lus*kne\and:applicative,conditional
few*hei\her:phi,Compositional expression using A*B\C:D,few*hei\her:phi,conditional
els*sai\lat:puk,Compositional expression using A*B\C:D,els*sai\lat:puk,conditional
dar*ben\bec:rol,Compositional expression using A*B\C:D,dar*ben\bec:rol,conditional
run*fru\avo:wet,Compositional expression using A*B\C:D,run*fru\avo:wet,conditional
win*trd\neu:pkg,Compositional expression using A*B\C:D,win*trd\neu:pkg,conditional
bio*lad\ric:dpt,Compositional expression using A*B\C:D,bio*lad\ric:dpt,conditional
netw*ctc\ant:hof,Compositional expression using A*B\C:D,netw*ctc\ant:hof,conditional
api*iterator\sai:del,Compositional expression using A*B\C:D,api*iterator\sai:del,conditional
idi*eps\pun:puz,Compositional expression using A*B\C:D,idi*eps\pun:puz,conditional
for*zen\orb:anc,Compositional expression using A*B\C:D,for*zen\orb:anc,conditional
